SETUP in secret sharing schemes using random values,NA,NA,NA
A Design That Incorporates Adaptive Reservation into Mixed-Criticality Systems,computer science,real time computing,criticality
Skylight: a window on shingled disk operation,computer science,real time computing,software
Constraints-preserving transformation from XML Document Type Definition to relational schema,NA,NA,NA
Agency Interoperation for Effective Data Mining in Border Control and Homeland Security Applications1,business,data mining,computer security
Gravity Compensation for Manipulator Control by Neural Networks with Partially Preorganized Structure.,NA,NA,NA
A new lower bound for reset threshold of synchronizing automata with sink state,mathematics,discrete mathematics,combinatorics
From Wooden Blocks and Lego to Minecraft: Designing and Playing with Blocks to Learn in a 3D Virtual World.,engineering,multimedia,computer graphics images
Cost Evaluation of Differentiated QoS Model in Mobile IPv6 Networks,computer science,computer network,the internet
Whether This Participant will Attract You to This Event? Exploiting Participant Influence for Event Recommendation,computer science,artificial intelligence,data mining
An empirical study on a web server queueing system and traffic generation by simulation,computer science,database,distributed computing
INTELLIGENT AUTONOMOUS SYSTEM FOR RESIDENTIAL WATER END USE CLASSIFICATION: AUTOFLOW Authors:,NA,NA,NA
UmUTracker: A versatile MATLAB program for automated particle tracking of 2D light microscopy or 3D digital holography data,computer science,artificial intelligence,computer vision
Business process analysis in advertising: An extension to a methodology based on process mining projects,computer science,data mining,advertising
Extreme Learning Machines for Datasets with Missing Values Using the Unscented Transform,mathematics,artificial intelligence,machine learning
High Dimensional Consistent Digital Segments.,mathematics,topology,discrete mathematics
Towards Automatic Formulation of a Physician's Information Needs.,NA,NA,NA
S3C: An architecture for space-efficient semantic search over encrypted data in the cloud,computer science,database,data mining
Non-malleable Codes with Split-State Refresh,computer science,theoretical computer science,leakage
Synchronization of interconnected embedded systems via timer interrupts,computer science,distributed computing,real time computing
PARAID: a gear-shifting power-aware RAID,computer science,real time computing,computer hardware
PCA-Initialized Deep Neural Networks Applied To Document Image Analysis,computer science,artificial intelligence,pattern recognition
Next generation network based intermediate-view reconstruction using variable block matching algorithm.,computer science,real time computing,electronic engineering
Project resources scheduling and leveling using Multi-Attribute Decision Models: Models implementation and case study,NA,NA,NA
Modeling Navigation in Information Networks,computer science,artificial intelligence,data mining
A comparison of Bayesian and non-linear regression methods for robust estimation of pharmacokinetics in DCE-MRI and how it affects cancer diagnosis,computer science,statistics,pharmacokinetics
Children's emotions and quality of products in participatory game design,NA,NA,NA
Interactive Independent Topic Analysis for Service,computer science,data mining,information retrieval
Investigation of robust video streaming using a wavelet-based rate-scalable codec.,computer science,artificial intelligence,computer vision
EXIT Chart-Based IRA Code Design for TDMR Turbo-Equalization System,computer science,control theory,electronic engineering
Choosing appropriate method guidelines for web-ontology building,computer science,database,data mining
Development and Motion Control of the All-Direction Steering-Type Mobile Robot (1st Report: Analyses and Experiments on Postural Stability and Ascent/Descent on a Slope).,engineering,artificial intelligence,control theory
Amazighe Verbal Inflectional Morphology: A New Approach for Analysis and Generation.,computer science,artificial intelligence,linguistics
Recognition and Analysis of the Contours Drawn during the Poppelreuter's Test,NA,NA,NA
Integer decomposition for fast scalar multiplication on elliptic curves,mathematics,mathematical analysis,discrete mathematics
Effective Registration for Multiple Users AR System,computer science,artificial intelligence,computer vision
Counterexample driven refinement for abstract interpretation,mathematics,discrete mathematics,fixed point
Filer Response Time Prediction Using Adaptively-Learned Forecasting Models Based on Counter Time Series Data,computer science,artificial intelligence,real time computing
"Video Content Redundancy Elimination Based on the Convergence of Computing, Communication and Cache",computer science,real time computing,computer network
Scoping review and evaluation of SMS/text messaging platforms for mHealth projects or clinical interventions,medicine,data mining,software
Improved Algorithms for the Approximate k-List Problem in Euclidean Norm.,computer science,algorithm,discrete mathematics
Time: A coordinate for Web site modelling,NA,NA,NA
Security Game with Non-additive Utilities and Multiple Attacker Resources,computer science,distributed computing,theoretical computer science
